,Unnamed: 0,Team/Year,eFGPct,TOPct,ORPct,FTRate
95,95,2025 Gardner Webb,52.8288023512123,21.0270686489368,33.1265508684864,37.1050698016165
96,96,2025 George Mason,51.7468944099379,19.6297676730029,32.4675324675325,41.304347826087
97,97,2025 George Washington,50.1474926253687,18.5018084759514,32.1256038647343,40.6342182890855
98,98,2025 Georgetown,50.3153468815697,18.8828177087724,33.4939759036145,24.8072880168185
99,99,2025 Georgia,51.9718309859155,19.3110267707833,36.8357487922705,39.5774647887324
100,100,2025 Georgia Southern,50.6406149903908,19.5278446141507,32.5486182190379,27.6745675848815
101,101,2025 Georgia St.,50.3304692663582,17.3270120781127,32.035595105673,32.7164573694646
102,102,2025 Georgia Tech,50.3968253968254,16.9316947215442,29.1850220264317,32.2089947089947
103,103,2025 Gonzaga,55.5120481927711,13.6048934597029,34.070796460177,31.9879518072289
104,104,2025 Grambling St.,47.8533094812165,20.5213190765406,25.792507204611,35.5098389982111
105,105,2025 Grand Canyon,50.0,18.8789859966012,32.5436408977556,45.0336071695295
106,106,2025 Green Bay,51.9246190858059,19.2822384428224,16.1904761904762,34.4827586206897
107,107,2025 Hampton,46.8317552804079,16.4152003452403,33.8747099767981,31.2454479242535
108,108,2025 Harvard,49.63133640553,18.4542602167985,25.625,24.2396313364055
109,109,2025 Hawaii,52.25,21.079944238068,31.9484240687679,42.25
110,110,2025 High Point,56.2765957446809,15.9946286694767,34.314980793854,40.1418439716312
111,111,2025 Hofstra,48.8662131519274,17.6819304879108,23.6744759556104,26.6061980347695
112,112,2025 Holy Cross,52.9477611940299,17.2196055693669,22.976501305483,21.4179104477612
113,113,2025 Houston,52.8581267217631,14.2571019824239,38.7019230769231,26.9283746556474
114,114,2025 Houston Christian,50.080064051241,18.1245731229906,26.8733850129199,31.7854283426741
115,115,2025 Howard,55.2727272727273,21.6436054993148,27.3905996758509,35.2727272727273
116,116,2025 IU Indy,49.3763756419662,16.6490630990103,30.7339449541284,35.8767424798239
117,117,2025 Idaho,52.1110242376857,18.096906012843,28.9780077619664,34.5582486317436
118,118,2025 Idaho St.,47.4130619168787,17.2388059701493,39.196675900277,35.5385920271416
119,119,2025 Illinois,52.5497512437811,16.2201145749704,37.089715536105,35.8208955223881
120,120,2025 Illinois Chicago,52.4300441826215,17.2512052739399,31.2655086848635,35.2724594992636
121,121,2025 Illinois St.,57.1847507331378,15.7551886077867,24.8041775456919,31.7448680351906
122,122,2025 Incarnate Word,52.0374898125509,16.8965360280395,32.8611898016997,25.2648736756316
123,123,2025 Indiana,51.5814266487214,17.3010627591769,32.0557491289199,34.185733512786
124,124,2025 Indiana St.,54.0794223826715,20.4860470725098,27.1084337349398,36.6064981949458
125,125,2025 Iona,46.0824742268041,21.7373355250812,39.4939493949395,30.1030927835052
126,126,2025 Iowa,57.5197889182058,13.9334023341304,25.0299401197605,27.2427440633245
127,127,2025 Iowa St.,54.1287613715885,15.7541874718807,33.7106918238994,38.2785164450665
128,128,2025 Jackson St.,45.8421423537703,20.1282456796158,29.6296296296296,37.5616631430585
129,129,2025 Jacksonville,50.6531204644412,19.9302753731051,35.0184956843403,27.2133526850508
130,130,2025 Jacksonville St.,51.2175962293794,15.8711073704461,30.738255033557,30.0078554595444
131,131,2025 James Madison,51.4243973703433,17.167108076199,31.2117503059976,27.9035792549306
132,132,2025 Kansas,53.4075573549258,16.1126085654388,30.6471306471306,23.5492577597841
133,133,2025 Kansas City,48.4496124031008,18.8024916588597,32.7720207253886,32.2480620155039
134,134,2025 Kansas St.,52.8328611898017,17.6914483733443,29.8892988929889,28.6827195467422
135,135,2025 Kennesaw St.,48.3167559296098,19.844843658656,34.207240948814,38.1790359602142
136,136,2025 Kent St.,47.0098410295231,17.1213466988115,34.0909090909091,28.2361847085541
137,137,2025 Kentucky,56.6955363091272,14.3425950592928,29.3632075471698,33.5109926715523
138,138,2025 LIU,47.425952045134,20.2073042230575,30.9744779582367,27.4330042313117
139,139,2025 LSU,51.8245614035088,19.3904600108376,31.9277108433735,33.4736842105263
140,140,2025 La Salle,45.877308707124,15.1852720450281,31.0126582278481,31.1345646437995
141,141,2025 Lafayette,49.4996426018585,16.9635539247017,24.9422632794457,29.8784846318799
142,142,2025 Lamar,47.7359938603223,18.5103569854561,34.0713407134071,29.1634689178818
143,143,2025 Le Moyne,50.3728560775541,19.0119925184289,24.9093107617896,38.9261744966443
144,144,2025 Lehigh,50.8149959250204,15.346559644606,19.9460916442049,30.9698451507742
145,145,2025 Liberty,57.1843853820598,15.1376302481078,19.1800878477306,30.8139534883721
146,146,2025 Lindenwood,45.1164537941397,18.7274947309478,29.7701149425287,36.664162283997
147,147,2025 Lipscomb,55.7678442682048,15.0827029791392,24.7058823529412,29.2718096611391
148,148,2025 Little Rock,49.5080815179199,20.2128204940423,28.7396937573616,27.6177090653549
149,149,2025 Long Beach St.,49.6425734710087,21.7214397496088,27.5906735751295,34.9483717235901
150,150,2025 Longwood,51.1969111969112,17.1487812672949,31.4649681528662,45.9459459459459
151,151,2025 Louisiana,46.2020905923345,16.0980244013734,26.0821309655938,29.1289198606272
152,152,2025 Louisiana Monroe,44.3349753694581,17.6340477461673,29.7149122807018,30.1196340605208
153,153,2025 Louisiana Tech,53.0025020850709,19.7046008544323,29.2753623188406,32.5271059216013
154,154,2025 Louisville,53.0921052631579,16.1451338365521,33.7443946188341,33.6842105263158
155,155,2025 Loyola Chicago,52.6335877862595,18.5473369962207,30.1033591731266,32.4427480916031
156,156,2025 Loyola MD,49.3925588458618,17.7250196091116,29.0201005025126,29.9924069855733
157,157,2025 Loyola Marymount,49.4397759103641,16.2008672746883,23.1126596980256,29.9019607843137
158,158,2025 Maine,52.0654715510522,16.0254330759748,22.283356258597,28.0592361652377
159,159,2025 Manhattan,50.0821692686935,17.0400927498719,32.1964529331514,30.8956450287592
160,160,2025 Marist,52.5695029486099,18.1587799341835,28.7390029325513,22.5779275484414
161,161,2025 Marquette,51.3299556681444,12.925576046928,30.7857911733046,26.9157694743509
162,162,2025 Marshall,49.6527777777778,16.808992811154,32.8193832599119,35.9027777777778
163,163,2025 Maryland,54.9514563106796,14.8283351373531,32.5443786982249,32.5566343042071
164,164,2025 Maryland Eastern Shore,44.1626794258373,19.183353799445,24.2897727272727,35.5023923444976
165,165,2025 Massachusetts,46.2700964630225,16.1429477992399,34.7648261758691,34.7909967845659
166,166,2025 McNeese,52.1939953810624,17.1307631655393,35.0967741935484,35.8737490377213
167,167,2025 Memphis,55.0314465408805,19.7361064519736,32.7272727272727,40.8106219426974
168,168,2025 Mercer,50.1307189542484,16.7346215210069,29.3743372216331,29.281045751634
169,169,2025 Mercyhurst,47.8083209509658,16.6779940588464,21.8905472636816,30.2377414561664
170,170,2025 Merrimack,49.2840994724943,14.5039644169406,20.4005006257822,24.5666917859834
171,171,2025 Miami FL,53.1404375441073,15.5212343368967,28.1761006289308,28.5109386026817
172,172,2025 Miami OH,55.4826254826255,17.6691881396384,28.0,28.8803088803089
173,173,2025 Michigan,57.0244956772334,20.2912875374284,33.5927367055772,36.671469740634
174,174,2025 Michigan St.,51.309271054494,17.4247736122093,36.8821292775665,39.5612172682236
175,175,2025 Middle Tennessee,50.8003048780488,16.7163204505571,30.0884955752212,32.0121951219512
176,176,2025 Milwaukee,51.2454212454212,20.5897991107549,40.5940594059406,38.4615384615385
177,177,2025 Minnesota,50.7396449704142,16.000128001024,29.3764988009592,32.3224852071006
178,178,2025 Mississippi,52.058432934927,12.5479860195955,25.3863134657837,34.9933598937583
179,179,2025 Mississippi St.,52.4535809018568,15.1720725920706,35.0055741360089,31.2334217506631
180,180,2025 Mississippi Valley St.,40.5850091407678,25.0941896235872,23.5616438356164,30.3473491773309
181,181,2025 Missouri,55.9372666168783,15.6628584716711,32.1382842509603,49.7386109036594
182,182,2025 Missouri St.,51.9157088122605,20.6060038402098,32.274459974587,35.632183908046
183,183,2025 Monmouth,46.8113083497699,16.7373354162017,30.3534303534304,36.2919132149901
184,184,2025 Montana,55.7919621749409,16.3677631789265,23.1311706629055,32.9393223010244
185,185,2025 Montana St.,51.8371757925072,15.3800475059382,21.219512195122,31.628242074928
186,186,2025 Morehead St.,46.3424437299035,18.8868363720707,31.1028500619579,38.7459807073955
187,187,2025 Morgan St.,50.042662116041,17.9796290802521,32.5214899713467,34.7269624573379
188,188,2025 Mount St. Mary's,49.7584541062802,21.5489094945801,30.7076101468625,32.3671497584541
189,189,2025 Murray St.,50.4418262150221,17.5132136297185,29.3413173652695,41.1634756995582
190,190,2025 N.C. State,48.3836206896552,14.3201508389222,29.5906432748538,32.1120689655172
191,191,2025 NJIT,44.6353436185133,18.4405631929382,28.4615384615385,27.2089761570827
192,192,2025 Navy,47.5153165418652,16.5474394778895,31.2157721796276,30.496936691627
193,193,2025 Nebraska,52.3974982626824,16.4841061450515,26.9503546099291,36.4836692147325
194,194,2025 Nebraska Omaha,52.640722724114,16.3096503618704,28.8888888888889,36.3446838082001
195,195,2025 Nevada,55.1321928460342,17.0383203267797,30.3355704697987,38.5692068429238
196,196,2025 New Hampshire,47.3207820419986,19.3450451206395,27.6211950394589,27.4438812454743
197,197,2025 New Mexico,51.1764705882353,15.5540790992062,31.5957446808511,37.9084967320261
198,198,2025 New Mexico St.,46.3768115942029,16.5672338888057,31.7460317460317,31.7230273752013
199,199,2025 New Orleans,46.4383561643836,18.814995324587,29.5940170940171,35.6164383561644
200,200,2025 Niagara,51.7551020408163,18.6231902261746,24.0384615384615,28.8979591836735
201,201,2025 Nicholls,47.2781506338553,15.2949684541276,31.095406360424,31.0216256524981
202,202,2025 Norfolk St.,52.2058823529412,18.6224354321927,31.9875776397516,38.4948096885813
203,203,2025 North Alabama,50.8846657929227,13.1215574983598,34.1490545050056,28.7024901703801
204,204,2025 North Carolina,52.7141922825376,15.2169867885128,27.8362573099415,34.3361674296926
205,205,2025 North Carolina A&T,46.2435233160622,14.2275126651787,26.3370332996973,31.6062176165803
206,206,2025 North Carolina Central,49.6560619088564,18.6461797742737,35.177304964539,38.3490971625107
207,207,2025 North Dakota,49.064796259185,16.6207863709552,34.4210526315789,33.6005344021376
208,208,2025 North Dakota St.,58.8410104011887,15.8490917848874,26.7114093959732,32.9123328380386
209,209,2025 North Florida,53.2636248415716,14.6414539698691,28.2838983050847,26.1089987325729
210,210,2025 North Texas,51.9060283687943,17.3990964417728,34.1317365269461,36.8794326241135
211,211,2025 Northeastern,51.1705685618729,19.14121646716,32.5635103926097,29.3645484949833
212,212,2025 Northern Arizona,48.956780923994,15.0740606173267,32.7710843373494,29.5827123695976
213,213,2025 Northern Colorado,56.1664190193165,15.1998455300251,24.7967479674797,32.4665676077266
214,214,2025 Northern Illinois,46.4315352697095,16.0274756725816,17.7944862155388,32.448132780083
215,215,2025 Northern Iowa,56.6044776119403,15.7273918741809,24.5382585751979,35.8955223880597
216,216,2025 Northern Kentucky,48.2397003745318,18.1561557708347,31.0386473429952,31.1610486891386
217,217,2025 Northwestern,50.3004005340454,14.2277322706811,30.9255079006772,31.1748998664887
218,218,2025 Northwestern St.,47.0394736842105,20.248790601244,32.8165374677003,32.9769736842105
219,219,2025 Notre Dame,52.7677929547088,16.4305815767401,31.5594059405941,29.4033069734004
220,220,2025 Oakland,48.8888888888889,18.3198971842505,35.1809954751131,27.3611111111111
221,221,2025 Ohio,53.230543318649,15.7691208113273,24.6451612903226,34.4346549192364
222,222,2025 Ohio St.,54.637779282329,15.602947538635,28.6592865928659,34.8002708192282
223,223,2025 Oklahoma,54.6676624346527,18.058284462976,27.4172185430464,37.3412994772218
224,224,2025 Oklahoma St.,48.7113402061856,19.1737584991372,32.7830188679245,43.2253313696613
225,225,2025 Old Dominion,44.3081117927744,17.2696282836754,36.5079365079365,30.947511929107
226,226,2025 Oral Roberts,50.9242957746479,16.8841828037484,23.8095238095238,35.2992957746479
227,227,2025 Oregon,52.170916609235,16.2589948723841,30.2045728038508,36.0441075120606
228,228,2025 Oregon St.,55.103550295858,17.2408559720747,31.129476584022,37.3520710059172
229,229,2025 Pacific,48.2839838492598,19.0120522831438,29.4691224268689,31.0228802153432
230,230,2025 Penn,48.3058210251955,16.556477440863,27.0380434782609,30.1476976542137
231,231,2025 Penn St.,53.617747440273,17.1517453021874,29.7265160523187,38.6348122866894
232,232,2025 Pepperdine,49.4162087912088,17.0957390165633,28.0363223609535,32.8296703296703
233,233,2025 Pittsburgh,53.042233357194,14.5202793775273,28.1795511221945,33.8582677165354
234,234,2025 Portland,48.4179543782193,19.0515634706979,24.4705882352941,33.9220014716703
235,235,2025 Portland St.,50.9803921568627,19.0548654415535,34.8109517601043,35.6078431372549
236,236,2025 Prairie View A&M,48.8978692138134,16.6941175593796,24.311377245509,35.7090374724467
237,237,2025 Presbyterian,50.763358778626,17.2045835111797,30.9433962264151,31.5267175572519
238,238,2025 Princeton,52.046783625731,15.2235965746908,27.9494382022472,27.234753550543
239,239,2025 Providence,52.7196652719665,18.7338260409131,33.5308056872038,29.7071129707113
240,240,2025 Purdue,56.2677053824363,15.9935787862122,31.3624678663239,36.4730878186969
241,241,2025 Purdue Fort Wayne,55.344262295082,12.8406394976381,22.6303317535545,29.9016393442623
242,242,2025 Queens,52.4578651685393,18.4461741812307,30.6620209059233,33.1460674157303
243,243,2025 Quinnipiac,47.741707833451,17.5665990637247,33.5358444714459,30.4869442484121
244,244,2025 Radford,50.5547337278106,18.1804269645727,34.3337334933974,41.198224852071
245,245,2025 Rhode Island,51.8867924528302,17.868364666066,28.960396039604,42.0377358490566
246,246,2025 Rice,49.2389649923896,18.8660091675061,33.8728323699422,44.4444444444444
247,247,2025 Richmond,48.4223300970874,15.6581522722413,19.4960212201592,32.9288025889968
248,248,2025 Rider,46.6398831263696,17.9062154003011,32.2619047619048,30.3140978816655
249,249,2025 Robert Morris,49.7716894977169,18.9192514319303,34.9036402569593,38.8127853881279
250,250,2025 Rutgers,50.2982107355865,15.4776299879081,31.2227074235808,36.182902584493
251,251,2025 SIUE,48.5454545454545,16.8142728789629,31.5911730545877,29.8909090909091
252,252,2025 SMU,55.2033080634045,16.5999791756534,37.0948379351741,36.2508614748449
253,253,2025 Sacramento St.,46.9301934398654,20.3719953887713,27.9129321382843,33.2211942809083
254,254,2025 Sacred Heart,51.8754688672168,17.7290337191339,30.4785894206549,27.8319579894974
255,255,2025 Saint Francis,51.6393442622951,20.1206276482414,24.7354497354497,24.512099921936
256,256,2025 Saint Joseph's,51.7180925666199,16.844250625665,29.7973778307509,30.8555399719495
257,257,2025 Saint Louis,55.4581673306773,19.1078772540335,24.1095890410959,32.191235059761
258,258,2025 Saint Mary's,51.6498316498316,15.0568115807329,39.6788990825688,32.1212121212121
259,259,2025 Saint Peter's,46.0287081339713,22.1486657676433,37.9154078549849,32.1531100478469
260,260,2025 Sam Houston St.,49.8045347928069,18.8206079121705,31.5989847715736,34.2455043002346
261,261,2025 Samford,55.3427419354839,19.3153803079116,34.8130841121495,28.2258064516129
262,262,2025 San Diego,45.0347881087919,18.6149405131249,29.8210735586481,30.7400379506641
263,263,2025 San Diego St.,49.021207177814,17.0229366338916,31.8860244233379,31.2398042414356
264,264,2025 San Francisco,53.5111411208643,17.3068037021998,29.1294642857143,36.4618501012829
265,265,2025 San Jose St.,50.7320644216691,16.0832618092123,26.8529769137303,32.2108345534407
266,266,2025 Santa Clara,55.1944106925881,17.0243044346205,32.829373650108,29.0400972053463
267,267,2025 Seattle,48.462783171521,17.1874082093373,30.1546391752577,40.210355987055
268,268,2025 Seton Hall,45.0378787878788,19.6752626552053,32.8654970760234,34.9242424242424
269,269,2025 Siena,49.813571961223,18.4022532131822,27.8260869565217,37.061894108874
270,270,2025 South Alabama,51.177336276674,14.7677814113734,26.8856447688564,30.9050772626932
271,271,2025 South Carolina,49.2354740061162,18.9293474478631,31.6440049443758,42.8899082568807
272,272,2025 South Carolina St.,48.9556135770235,19.6625996564331,33.195020746888,42.8198433420366
273,273,2025 South Dakota,50.5498281786942,13.0793041810176,30.9921962095875,46.3917525773196
274,274,2025 South Dakota St.,55.1438848920863,18.0132778285025,33.5044929396662,29.7841726618705
275,275,2025 South Florida,51.3167259786477,16.8833460791811,27.0906949352179,34.3060498220641
276,276,2025 Southeast Missouri,50.7429420505201,15.432631232258,25.4521963824289,30.0891530460624
277,277,2025 Southeastern Louisiana,49.5756172839506,18.7227924437877,30.2716688227684,34.7993827160494
278,278,2025 Southern,47.488038277512,18.4937014205307,34.0561224489796,38.0382775119617
279,279,2025 Southern Illinois,50.7619738751814,19.0216568226564,31.3106796116505,34.1799709724238
280,280,2025 Southern Indiana,47.9523454951601,17.1223375161513,28.6924939467312,31.7944899478779
281,281,2025 Southern Miss,48.0225988700565,19.8852107368543,28.7005649717514,33.2627118644068
282,282,2025 Southern Utah,48.3539094650206,21.7199882594658,30.5929919137466,36.2962962962963
283,283,2025 St. Bonaventure,51.1913357400722,16.5198831896319,29.0998766954377,31.3357400722022
284,284,2025 St. John's,49.540159411404,15.973657477143,37.3056994818653,30.1655426118945
285,285,2025 St. Thomas,58.6102719033233,14.290818149339,21.3888888888889,33.6102719033233
286,286,2025 Stanford,50.4371217215871,15.5799319853348,32.2285714285714,31.6072629455279
287,287,2025 Stephen F. Austin,46.6693744922827,23.4874138822627,36.6498740554156,34.6060113728676
288,288,2025 Stetson,49.4448556624722,19.1397513912727,24.4256348246675,33.6047372316802
289,289,2025 Stonehill,51.617873651772,18.0407493849745,24.8711340206186,30.8166409861325
290,290,2025 Stony Brook,47.2943722943723,18.804876362547,30.6029579067122,32.3953823953824
291,291,2025 Syracuse,50.5629139072848,17.5688041106497,30.5066079295154,32.3841059602649
292,292,2025 TCU,47.6394849785408,17.1497117207755,32.2014051522248,33.3333333333333
293,293,2025 Tarleton St.,46.3716814159292,25.2653344749043,27.1954674220963,41.1504424778761
294,294,2025 Temple,50.3503854239664,16.2679011811535,32.4796274738068,44.218640504555
295,295,2025 Tennessee,52.3545706371191,16.7185307218256,37.5152253349574,31.9252077562327
296,296,2025 Tennessee Martin,46.6691068814056,19.487059374634,33.9325842696629,35.3587115666179
297,297,2025 Tennessee St.,50.7320644216691,21.0753692568159,34.2200725513906,41.6544655929722
298,298,2025 Tennessee Tech,50.862688713156,17.7311134140714,25.3783469150175,28.4687275341481
299,299,2025 Texas,53.617747440273,14.030762005401,30.0,35.5631399317406
300,300,2025 Texas A&M,48.3333333333333,17.9344560343898,42.7163198247536,40.9027777777778
301,301,2025 Texas A&M Corpus Chris,52.0424194815397,17.9819363275982,32.2411533420708,37.7847604084839
302,302,2025 Texas Southern,46.0639127045986,18.6475578617906,28.9052890528905,30.9431021044427
303,303,2025 Texas St.,51.1756061719324,18.4533129654382,32.7433628318584,36.2968405584129
304,304,2025 Texas Tech,56.1084420041181,15.7885913711386,35.7142857142857,29.9245024021963
305,305,2025 The Citadel,48.217550274223,20.3422909473052,26.6574585635359,32.1755027422303
306,306,2025 Toledo,50.2857142857143,13.6098811465859,29.3124246079614,35.7857142857143
307,307,2025 Towson,46.562082777036,14.9336624498612,34.7133757961783,28.3044058744993
308,308,2025 Troy,50.6589147286822,21.3527210800809,39.3129770992366,35.0387596899225
309,309,2025 Tulane,50.6410256410256,16.392896411555,26.8260292164675,35.2564102564103
310,310,2025 Tulsa,49.0138787436085,17.1306209850107,29.9883313885648,32.8707085463842
311,311,2025 UAB,51.4084507042254,14.6226342336228,38.4615384615385,31.9919517102616
312,312,2025 UC Davis,46.1292897047087,20.4124893030705,28.8198757763975,40.6225059856345
313,313,2025 UC Irvine,50.5072463768116,18.7527384255879,27.970297029703,36.3768115942029
314,314,2025 UC Riverside,48.6185983827493,16.2734918177126,32.0441988950276,26.1455525606469
315,315,2025 UC San Diego,55.0076452599388,14.4172101405355,26.0078023407022,35.0152905198777
316,316,2025 UC Santa Barbara,55.7370517928287,19.1476015978343,28.0334728033473,28.207171314741
317,317,2025 UCF,49.1385023194168,16.5360874537409,32.6775956284153,35.2551358515573
318,318,2025 UCLA,53.1292984869326,15.6978170223203,31.591737545565,33.7001375515818
319,319,2025 UMBC,54.9924357034796,16.7212304188548,19.4960212201592,34.0393343419062
320,320,2025 UMass Lowell,52.7646129541864,17.4502995260511,25.452016689847,34.4391785150079
321,321,2025 UNC Asheville,52.1374045801527,14.6464311750282,31.2258064516129,35.7251908396947
322,322,2025 UNC Greensboro,51.4057750759878,16.0270709349405,32.3232323232323,28.5714285714286
323,323,2025 UNC Wilmington,52.0158387329014,16.1109317591354,35.3293413173653,39.812814974802
324,324,2025 UNLV,50.8279337652988,15.6750009456444,27.1206690561529,35.4211663066955
325,325,2025 USC,54.5118343195266,16.5475066324925,26.9905533063428,38.1656804733728
326,326,2025 USC Upstate,49.9654696132597,19.0286850326612,24.971363115693,30.1104972375691
327,327,2025 UT Arlington,52.1772345301757,18.7818494468306,32.4189526184539,38.2734912146677
328,328,2025 UT Rio Grande Valley,51.0061919504644,19.0222432081485,31.6602316602317,25.9287925696594
329,329,2025 UTEP,50.9888220120378,17.4484280773709,24.6110325318246,36.6294067067928
330,330,2025 UTSA,49.3604213694507,15.8624388499732,26.5,28.3671933784801
331,331,2025 Utah,53.2833690221271,18.1199771242814,33.1367924528302,36.4025695931478
332,332,2025 Utah St.,56.3354931605472,16.2303984379767,33.7515683814304,38.1569474442045
333,333,2025 Utah Tech,48.6650485436893,17.8742632285388,26.7352185089974,33.8187702265372
334,334,2025 Utah Valley,50.0,16.8550336447377,31.0432569974555,38.7978142076503
335,335,2025 VCU,52.5534851621808,17.0531223162802,36.551724137931,31.4699792960663
336,336,2025 VMI,48.1981981981982,17.6462783600902,24.9676584734799,37.1826371826372
337,337,2025 Valparaiso,47.7832512315271,14.5730413727445,27.9411764705882,36.734693877551
338,338,2025 Vanderbilt,52.3603723404255,14.3894477383252,32.497149372862,31.9813829787234
339,339,2025 Vermont,47.2,17.2908716355408,26.1306532663317,30.16
340,340,2025 Villanova,55.9844192634561,15.8707843229142,31.9480519480519,26.5580736543909
341,341,2025 Virginia,52.8363047001621,16.990208454164,23.8950276243094,25.9319286871961
342,342,2025 Virginia Tech,51.1610486891386,19.6836776404742,33.2909783989835,32.8089887640449
343,343,2025 Wagner,43.6,19.7129351755084,31.8120805369128,29.5111111111111
344,344,2025 Wake Forest,50.5438723712835,17.0408479148547,26.3613861386139,35.3154459753445
345,345,2025 Washington,50.2667682926829,17.6942391398459,28.8220551378446,35.9756097560976
346,346,2025 Washington St.,56.7558528428094,20.5781216419514,31.8627450980392,33.4448160535117
347,347,2025 Weber St.,50.12,17.5049008841927,25.390625,36.4
348,348,2025 West Georgia,47.0588235294118,16.3233410753435,26.1621621621622,27.6069518716578
349,349,2025 West Virginia,50.8363636363636,16.0145701186962,25.6410256410256,26.5454545454545
350,350,2025 Western Carolina,44.1176470588235,19.7545546140759,26.5776699029126,26.6666666666667
351,351,2025 Western Illinois,49.2236024844721,18.0901143241426,29.0978398983482,25.6987577639752
352,352,2025 Western Kentucky,49.4091580502216,16.1759899052093,22.6190476190476,33.4564254062038
353,353,2025 Western Michigan,45.7083042568039,15.8122607768087,34.6238938053097,32.4494068387997
354,354,2025 Wichita St.,49.2341356673961,16.3427630454708,31.0975609756098,35.0109409190372
355,355,2025 William & Mary,53.7037037037037,17.9971606421317,26.2394195888755,37.1822803195352
356,356,2025 Winthrop,52.2377622377622,17.3412005872739,30.7436182019978,50.0
357,357,2025 Wisconsin,54.7959914101646,14.6355107687423,28.4250960307298,35.075161059413
358,358,2025 Wofford,52.2889842632332,17.5558029457228,35.7314148681055,27.8254649499285
359,359,2025 Wright St.,55.3290414878398,17.3814983272563,26.9620253164557,27.9685264663805
360,360,2025 Wyoming,51.1171032357473,20.3174201307024,29.5880149812734,31.5870570107858
361,361,2025 Xavier,52.8913963328632,16.6774124220933,26.8564356435644,38.2228490832158
362,362,2025 Yale,55.3586862575627,16.0932349857862,35.4992076069731,33.275713050994
363,363,2025 Youngstown St.,49.3615591397849,17.1642421002279,29.1347207009858,34.6102150537634
364,364,2024 Abilene Christian,47.1480900052329,17.7056906599297,25.9351620947631,37.9382522239665
365,365,2024 Air Force,53.8341645885287,18.7821872159952,23.8347457627119,29.6134663341646
366,366,2024 Akron,51.6301443078568,16.9626651739521,29.1779584462511,32.7097808658471
367,367,2024 Alabama,56.3129194630872,15.9181559652199,34.9147516679022,35.3187919463087
368,368,2024 Alabama A&M,45.881126173097,22.43109386321,31.8512530315279,47.2367049009385
369,369,2024 Alabama St.,41.0112359550562,16.304481276857,31.7932654659358,28.517924023542
370,370,2024 Albany,50.3272910372608,17.8191058009407,30.5699481865285,29.1540785498489
371,371,2024 Alcorn St.,48.8833054159687,17.024778813086,33.4296724470135,37.3534338358459
372,372,2024 American,52.4550898203593,17.3940684700722,27.9260780287474,28.3832335329341
373,373,2024 Appalachian St.,52.6519052523172,15.2467314541626,29.3960923623446,31.6168898043254
374,374,2024 Arizona,54.5454545454545,16.0184025368679,35.6009070294785,36.3636363636364
375,375,2024 Arizona St.,47.2645975802209,14.7787054295199,21.8877135882832,33.0878485007891
376,376,2024 Arkansas,50.5005268703899,16.2974069956826,25.2017937219731,45.2581664910432
377,377,2024 Arkansas Pine Bluff,51.5349444807315,18.1547336059079,22.962962962963,40.2351404310908
378,378,2024 Arkansas St.,51.5131863380891,15.9383256095976,34.5338983050847,32.9009943795936
379,379,2024 Army,47.0516717325228,18.919183035278,27.0168855534709,25.4103343465046
380,380,2024 Auburn,54.2197076850542,15.0725922642137,32.8595317725753,38.2838283828383
381,381,2024 Austin Peay,50.3674540682415,13.3308386734646,29.9040976460331,31.8635170603675
382,382,2024 BYU,54.8027842227378,15.3060151798667,32.7935222672065,25.3828306264501
383,383,2024 Ball St.,50.7537688442211,18.2602335493959,27.5257731958763,38.1909547738693
384,384,2024 Baylor,55.7053941908714,17.6104972375691,35.0,40.1970954356846
385,385,2024 Bellarmine,49.0291262135922,14.4829146865807,21.7791411042945,21.4199029126214
386,386,2024 Belmont,55.0160085378869,16.7611375485212,21.0377358490566,30.25613660619
387,387,2024 Bethune Cookman,47.3224043715847,19.458775536916,29.2043399638336,38.1967213114754
388,388,2024 Binghamton,49.3753903810119,18.0969591388344,29.2134831460674,34.2910680824485
389,389,2024 Boise St.,51.0387422796182,16.4363093014569,32.9867674858223,35.0926445816957
390,390,2024 Boston College,52.4814471243043,15.3292631965183,27.3166800966962,25.0
391,391,2024 Boston University,47.7969882877858,17.6757141094272,26.6309204647006,30.1728945900725
392,392,2024 Bowling Green,48.125,16.3301828756781,30.4713804713805,35.0520833333333
393,393,2024 Bradley,55.1474392136575,18.0635916586155,28.0733944954128,27.5219865494051
394,394,2024 Brown,49.7430039977156,18.3334950043651,31.7976513098464,32.9525985151342
395,395,2024 Bryant,50.7227671657202,15.8326745228709,20.4623287671233,29.891584925142
396,396,2024 Bucknell,50.4237288135593,18.9198185098891,25.8426966292135,29.0395480225989
397,397,2024 Buffalo,47.2844344904815,20.0256830568755,28.1614349775785,25.979843225084
398,398,2024 Butler,51.8867924528302,15.385971873209,26.3348416289593,26.7210606833248
399,399,2024 Cal Baptist,46.9610091743119,17.6052668681383,32.6512455516014,36.8119266055046
400,400,2024 Cal Poly,45.8478513356562,18.60877801958,24.307417336908,31.184668989547
401,401,2024 Cal St. Bakersfield,47.007553747821,18.2781025827209,32.9210275927688,31.958163858222
402,402,2024 Cal St. Fullerton,47.9528535980149,18.0631469851571,24.3190661478599,38.5856079404466
403,403,2024 Cal St. Northridge,48.9039665970772,18.9817061141355,31.0787671232877,37.6304801670146
404,404,2024 California,49.1666666666667,16.2088754545056,28.6071726438699,29.1919191919192
405,405,2024 Campbell,51.9538757206919,18.0612316685534,23.804347826087,33.6963484945548
